055f635ffac12f7ecbd1372ba6823b04c97bbd55	refs/heads/feature-cmdb-version-visibility
2898170c10e96d35219d7c79d374b076efa37d2f	refs/heads/feature-edge-comm-capture-sessions
281068ede13c36e07100c93c74cde80928243489	refs/heads/feature-edge-comm-clear-list
5843ac97948aa95b9c5fe5dea93d19eeac02ff20	refs/heads/feature-python-dependency-updates
125d4284a2278909b6d88762f5809c8ce09e6589	refs/heads/feature-redaction-image-preview
41245d51095be34816233c385c3df49dd75566f8	refs/heads/feature-update-governance-hardening
235286fc13f473aa8670fcc68bc96413e64e756a	refs/heads/feature/device-identity-dropdowns-2026-08-16
1abe27073b1524c9dcc2a3aa89448d8fd683754f	refs/heads/feature/exposure-ramping-2026-08-16
934d7380dc396f4160d71d84a620395f357b69bd	refs/heads/feature/framework-v1-contracts
ed152630c60e418e98b3a10d7c30859879da3a30	refs/heads/feature/legacy-backlog-qa-backfill-2026-08-16
619931c563520303acdfb2754eed058f5329fdde	refs/heads/feature/legacy-backlog-sweep-2026-08-16
d266eb1721d4dca9fd66e8a815dc3962ec362844	refs/heads/feature/tpa-00-commissioner-auth
7c8fb93a3f8218bcff6fdb0a4381a046782dedff	refs/heads/fix-edge-venv-packages-reporting
49055da60739025cfa7439eb042d936b897c859e	refs/heads/fix-ordered-offline-apt-install
277a552c0f681a00f6cd99059e9ad37063204add	refs/heads/fix-os-bundle-plan-packages
4a4129db6668ffa947fb9af07ae7ca3f32a9a8c4	refs/heads/fix-os-catalog-refresh-automation
829b3f7e6134008ce302ccc5d9aec7520d73e4b1	refs/heads/fix-resolution-reason-reblock-gap
885ffd763e78d2b56c94019242c9ab7da57b38a1	refs/heads/fix-totp-policy-poll-gating
07ed1b30a089648a56c7b3f512f1d924ba892e78	refs/heads/fix/bootstrap-cli-permission-error-2026-08-16
774bcad58ce7a6915d936cfb6b2ff6fdafb56888	refs/heads/fix/breakglass-checkout-no-auto-rotate
e2ee126cb95b085eb4de8b9391e9e4fa752de36f	refs/heads/fix/breakglass-drop-script-pty-relay
922644c45c46b0371205c5169d3b8a122a6f5d1e	refs/heads/fix/breakglass-events-file-rechown
3b28bbd040c7720ddb6b0ccefdaf4a9c378f46ca	refs/heads/fix/breakglass-log-dir-ownership
